[2,6,6,4,4,9,1,7,11,4,21,12,16,2,4,8,10,8,4,5,3,5,2,9,8,10,2,22,7,19,2,9,4,8,3,40,6,3,13,7,31,5,5,17,12,60,10,4,59,9,39,4,4,9,4,5,3,1,17,5,48,9,1,1,1,1,1,1,1,1,1,15,62,20,2,1,68,1,1,98,1,2,4,89,26,3,1,1,1,3,1,1,1,3,1,1]---20354
[7,9,5,8,7,4,6,4,5,1,15,5,8,13,12,5,25,12,25,5,7,4,31,4,4,19,1,4,17,23,24,16,2,25,8,1,7,44,1,4,4,14,17,42,7,48,6,1,29,3,24,38,48,2,70,3,3,38,39,28,2,36,2,1,1,2,6,1,1,2,1,1,30,3,82,92,3,1,2,1,1,2,1,1,2,42,7,1,1,1,1,4,1,1,1,1]---21899
[6,5,7,9,6,6,2,5,7,12,1,1,10,4,2,3,27,21,18,3,4,12,8,21,4,12,2,1,7,21,7,3,28,3,2,4,42,4,22,7,3,23,7,6,18,3,22,29,43,8,53,5,29,58,58,24,1,1,50,3,21,59,1,38,12,36,3,12,2,7,1,1,1,56,5,1,1,5,6,5,1,1,1,1,75,6,10,5,1,1,1,1,1,1,1,1]---21139
[6,4,6,3,1,16,7,6,9,8,8,10,4,1,1,4,32,2,9,3,12,15,9,5,1,3,11,29,5,7,1,2,2,20,2,1,1,3,1,48,2,22,4,5,5,1,4,7,5,25,7,36,7,5,1,1,51,4,1,10,2,3,37,2,1,35,4,79,3,1,1,1,2,84,2,6,1,1,1,1,1,51,5,1,1,1,2,9,8,1,1,1,1,1,1,1]---15757
[5,7,7,10,4,12,5,8,3,7,12,8,2,9,24,10,4,13,26,5,20,8,6,33,24,2,9,9,13,4,7,1,39,5,5,20,26,6,41,5,39,2,2,1,38,2,1,1,1,1,3,1,5,49,8,1,4,57,2,74,3,8,17,1,1,1,5,7,1,1,7,9,1,1,78,2,1,1,67,1,81,7,1,1,9,1,1,3,1,3,1,3,1,3,1,1]---19605
[3,10,6,10,17,9,6,6,3,3,12,4,10,10,9,2,26,12,11,18,4,1,4,6,22,2,3,4,10,10,1,9,4,27,2,6,6,45,24,3,45,15,5,8,24,8,20,9,43,25,34,21,1,8,1,37,2,22,1,72,64,17,84,68,17,16,48,9,1,19,1,2,2,1,81,3,3,1,1,1,76,15,8,1,1,1,1,5,1,1,1,1,1,1,1,1]---23940
[5,7,8,5,6,11,11,12,7,12,3,5,9,4,13,10,1,3,21,21,31,10,7,2,7,14,12,1,7,17,1,5,4,1,16,29,3,7,3,29,2,9,41,3,57,3,65,27,2,8,37,14,7,61,2,59,2,14,5,50,72,5,1,67,4,3,12,69,7,3,4,74,2,79,9,86,10,5,7,9,1,1,1,9,1,1,1,1,1,1,1,1,14,3,2,1]---25390
[3,10,13,5,4,9,7,9,7,12,8,8,28,1,30,5,7,2,14,6,11,14,6,13,7,8,37,13,5,31,2,6,5,18,50,28,2,1,13,2,10,17,14,1,20,5,3,1,6,2,3,59,5,22,4,2,1,51,4,11,65,2,1,1,8,64,8,1,78,1,1,2,5,81,3,3,8,1,8,1,1,1,1,1,1,1,4,3,1,1,28,1,16,1,85,1]---22068
[6,3,5,6,11,3,6,5,6,6,12,2,6,10,8,11,10,4,26,3,30,34,4,3,8,15,9,2,3,2,13,14,18,5,5,2,4,39,10,3,2,41,49,6,20,37,21,2,64,26,24,24,5,3,3,21,1,1,1,1,1,1,7,15,49,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,3,11,10,7,3,1,1,1,1,1,1,1,20,1,3,1]---15314
[8,13,5,8,1,9,8,4,7,17,6,10,3,6,3,7,6,6,12,9,11,1,4,7,22,24,1,6,5,42,40,4,1,2,3,3,42,4,49,5,16,5,4,32,2,17,19,4,50,57,58,8,1,50,1,1,1,58,2,1,51,6,73,64,1,76,55,7,41,82,70,1,83,6,2,5,10,61,14,4,10,1,7,1,1,1,5,1,1,1,1,5,1,1,1,1]---28296
